#chr_A	pos_A	chr_B	pos_B
chr12	57990628	chr12	58005072
chr12	58083822	chr12	58087692
chr12	58106144	chr12	58125267
chr12	58106144	chr12	58125267
chr12	58260540	chr12	58569068
chr12	58275362	chr12	58644087
chr12	58285920	chr12	58304773
chr12	58301045	chr12	58427558
chr12	58438054	chr12	58440171
chr12	58473971	chr12	58480206
chr12	58559511	chr12	58581574
chr12	58576844	chr12	58601154
chr12	58613962	chr12	58624044
chr12	58726409	chr12	58746684
chr12	58926109	chr12	58928479
chr12	58926258	chr12	58945355
chr12	58928412	chr12	58949311
chr12	58941944	chr12	58993141
chr12	58991659	chr12	58994968
chr12	59060872	chr12	59192592
chr12	59077289	chr12	59174763
chr12	59079081	chr12	59082876
chr12	59085725	chr12	59177528
chr12	59094584	chr12	59203193
chr12	59109210	chr12	59135249
chr12	59115398	chr12	59204158
chr12	59162917	chr12	59184785
chr12	59162917	chr12	59184785
chr12	59182404	chr12	64037885
chr12	59208795	chr12	59211155
chr12	59208795	chr12	59211155
chr12	59248714	chr12	60121054
chr12	59248714	chr12	60121054
chr12	59289282	chr12	59873458
chr12	59309353	chr12	59899001
chr12	59317400	chr12	59927884
chr12	59407435	chr12	59634989
chr12	59427120	chr12	60526038
chr12	59433738	chr12	76677142
chr12	59440266	chr12	59480724
chr12	59461290	chr12	59517907
chr12	59521118	chr12	59756788
chr12	59533707	chr12	60515697
chr12	59538990	chr12	59744563
chr12	59539265	chr12	76669956
chr12	59548676	chr12	59578275
chr12	59554603	chr12	59724090
chr12	59580407	chr12	59587917
chr12	59587219	chr12	59616932
chr12	59588116	chr12	60451031
chr12	59606238	chr12	78685022
chr12	59634868	chr12	60159330
chr12	59652239	chr12	59752863
chr12	59704561	chr12	59707832
chr12	59730869	chr12	78577407
chr12	59733786	chr12	76684210
chr12	59767964	chr12	74920965
chr12	59770975	chr12	76673801
chr12	59811892	chr12	59916772
chr12	59862559	chr12	59908744
chr12	59963785	chr12	76768093
chr12	59988691	chr12	60363834
chr12	60036450	chr12	64564951
chr12	60047614	chr12	60049526
chr12	60089505	chr12	60098806
chr12	60103441	chr12	60356346
chr12	60134178	chr12	78595369
chr12	60164359	chr12	78545476
chr12	60174471	chr12	60187344
chr12	60217941	chr12	60245337
chr12	60245916	chr12	60299959
chr12	60245916	chr12	60299959
chr12	60275648	chr12	60296310
chr12	60295498	chr12	60364658
chr12	60333356	chr12	64074931
chr12	60335476	chr12	64134957
chr12	60515941	chr12	60518023
chr12	60584977	chr12	64358059
chr12	60608263	chr12	64387299
chr12	60610148	chr12	63956951
chr12	60646153	chr12	60648007
chr12	60664379	chr12	60666398
chr12	60664379	chr12	60666398
chr12	60671387	chr12	60673935
chr12	60679413	chr12	60692276
chr12	60692083	chr12	60823058
chr12	60759578	chr12	63361271
chr12	60759578	chr12	63361271
chr12	60760739	chr12	61958948
chr12	60777469	chr12	60912769
chr12	60781305	chr12	62506841
chr12	60795085	chr12	62908247
chr12	60799741	chr12	60971334
chr12	60799741	chr12	60971334
chr12	60817774	chr12	60843563
chr12	60835642	chr12	62014281
chr12	60842248	chr12	63790413
chr12	60860622	chr12	62087769
chr12	60937061	chr12	60937388
chr12	60941885	chr12	62648649
chr12	60955806	chr12	60956161
chr12	60957840	chr12	60959727
chr12	60968811	chr12	62563257
chr12	60974713	chr12	62563773
chr12	61014668	chr12	61035938
chr12	61015814	chr12	61031633
chr12	61060045	chr12	61088363
chr12	61079787	chr12	61120043
chr12	61095889	chr12	64335335
chr12	61095889	chr12	64335335
chr12	61147815	chr12	61650809
chr12	61196337	chr12	61744011
chr12	61229239	chr12	61264638
chr12	61234734	chr12	73332596
chr12	61245451	chr12	61334712
chr12	61284261	chr12	61294527
chr12	61288659	chr12	61857367
chr12	61301903	chr12	61851994
chr12	61304511	chr12	61906298
chr12	61304511	chr12	61906298
chr12	61318364	chr12	63650564
chr12	61394229	chr12	61397792
chr12	61399266	chr12	61442558
chr12	61405485	chr12	61417654
chr12	61406824	chr12	70152266
chr12	61483261	chr12	61498418
chr12	61486862	chr12	73264946
chr12	61502755	chr12	61511605
chr12	61534893	chr12	74314827
chr12	61551923	chr12	74385425
chr12	61555819	chr12	74373530
chr12	61559451	chr12	71669040
chr12	61563694	chr12	61617865
chr12	61588444	chr12	74250557
chr12	61671104	chr12	61786544
chr12	61723410	chr12	73331826
chr12	61724729	chr12	73456354
chr12	61727908	chr12	73298877
chr12	61755925	chr12	61756297
chr12	61845994	chr12	63529018
chr12	61897126	chr12	61920058
chr12	61907733	chr12	73261867
chr12	61945743	chr12	63363533
chr12	61956981	chr12	63329034
chr12	61976155	chr12	62994255
chr12	62039868	chr12	64085898
chr12	62171636	chr12	62201474
chr12	62210375	chr12	62423729
chr12	62218845	chr12	63182830
chr12	62316343	chr12	62828775
chr12	62329777	chr12	62398850
chr12	62329777	chr12	62398850
chr12	62376411	chr12	62406033
chr12	62403461	chr12	62418804
chr12	62412703	chr12	63280125
chr12	62433511	chr12	62683529
chr12	62436639	chr12	62450105
chr12	62466588	chr12	62474657
chr12	62466963	chr12	62909537
chr12	62474617	chr12	62567765
chr12	62475118	chr12	62579022
chr12	62567615	chr12	62568910
chr12	62639298	chr12	62691277
chr12	62643630	chr12	62711544
chr12	62668216	chr12	63239164
chr12	62799686	chr12	62814847
chr12	62800573	chr12	62884830
chr12	62850976	chr12	63028028
chr12	62850976	chr12	63028028
chr12	62861490	chr12	62863590
chr12	62882543	chr12	62889416
chr12	62952720	chr12	62953675
chr12	62955226	chr12	63060935
chr12	63008069	chr12	63438340
chr12	63014356	chr12	73019748
chr12	63026824	chr12	73248594
chr12	63028077	chr12	63061277
chr12	63028077	chr12	63061277
chr12	63041786	chr12	73209167
chr12	63079060	chr12	63108906
chr12	63418071	chr12	73290581
chr12	63420674	chr12	63431133
chr12	63431869	chr12	73245888
chr12	63440412	chr12	63739112
chr12	63440412	chr12	63739112
chr12	63444153	chr12	63668172
chr12	63456895	chr12	63478106
chr12	63513987	chr12	63514632
chr12	63513987	chr12	63514632
chr12	63635773	chr12	63639634
chr12	63679406	chr12	63730235
chr12	63703673	chr12	63715648
chr12	63849526	chr12	63853099
chr12	63882313	chr12	63895961
chr12	63929059	chr12	63939631
chr12	63932734	chr12	64804179
chr12	63938361	chr12	63947167
chr12	63968548	chr12	64375153
chr12	63976251	chr12	64343017
chr12	63985044	chr12	64381751
chr12	64079045	chr12	64081993
chr12	64082995	chr12	64818897
chr12	64114360	chr12	64669372
chr12	64199734	chr12	64584279
chr12	64238722	chr12	64262193
chr12	64288430	chr12	64302204
chr12	64377201	chr12	64824118
chr12	64485077	chr12	64984557
chr12	64568819	chr12	64683991
chr12	64574774	chr12	64661437
chr12	64660983	chr12	64668819
chr12	64662779	chr12	64765213
chr12	64950343	chr12	73626012
chr12	64954946	chr12	64996176
chr12	64972588	chr12	73950062
chr12	64972589	chr12	73950062
chr12	64979584	chr12	73931596
chr12	64982513	chr12	65007913
chr12	65008354	chr12	65020263
chr12	65008354	chr12	65020262
chr12	65058012	chr12	75540152
chr12	65058692	chr12	65085682
chr12	65062272	chr12	65086729
chr12	65077921	chr12	65083681
chr12	65083558	chr12	65084124
chr12	65106719	chr12	65156878
chr12	65119433	chr12	66031834
chr12	65123310	chr12	75506811
chr12	65123675	chr12	75466846
chr12	65130012	chr12	67088091
chr12	65130275	chr12	69076394
chr12	65135237	chr12	69140900
chr12	65139664	chr12	69131828
chr12	65141456	chr12	65368930
chr12	65143409	chr12	68648569
chr12	65144491	chr12	65369330
chr12	65145189	chr12	65466866
chr12	65154523	chr12	65464348
chr12	65158752	chr12	85640598
chr12	65161607	chr12	65209788
chr12	65186041	chr12	66884258
chr12	65187110	chr12	65769808
chr12	65238279	chr12	65239336
chr12	65243904	chr12	87425515
chr12	65274386	chr12	65697508
chr12	65274386	chr12	65697508
chr12	65274915	chr12	66016416
chr12	65274915	chr12	66016416
chr12	65278227	chr12	66041185
chr12	65284829	chr12	66062656
chr12	65316307	chr12	65824658
chr12	65317830	chr12	65968714
chr12	65320209	chr12	65955708
chr12	65330197	chr12	68578339
chr12	65330714	chr12	65756775
chr12	65330714	chr12	65756775
chr12	65348972	chr12	65461641
chr12	65361863	chr12	96089290
chr12	65375543	chr12	65376040
chr12	65380371	chr12	66339352
chr12	65409517	chr12	65902532
chr12	65433435	chr12	68518436
chr12	65487391	chr12	80901216
chr12	65489203	chr12	68609038
chr12	65542384	chr12	65767624
chr12	65564739	chr12	66705036
chr12	65580232	chr12	65581184
chr12	65580232	chr12	65581184
chr12	65581242	chr12	85705245
chr12	65617660	chr12	65620776
chr12	65633903	chr12	95931176
chr12	65674579	chr12	66662509
chr12	65675640	chr12	95680898
chr12	65675700	chr12	66641483
chr12	65675700	chr12	66641483
chr12	65686341	chr12	66591458
chr12	65757077	chr12	65767207
chr12	65764014	chr12	69141690
chr12	65764014	chr12	69141690
chr12	65766377	chr12	66406748
chr12	65769587	chr12	65778094
chr12	65819821	chr12	65820573
chr12	65819821	chr12	65820573
chr12	65826612	chr12	96022329
chr12	65826612	chr12	96022329
chr12	65826613	chr12	96022329
chr12	65826613	chr12	96022329
chr12	65867150	chr12	65867979
chr12	65897211	chr12	96280796
chr12	65984534	chr12	95901093
chr12	66062149	chr12	66097382
chr12	66121832	chr12	66529550
chr12	66141311	chr12	66214709
chr12	66155777	chr12	95191433
chr12	66162375	chr12	66336987
chr12	66183598	chr12	66188842
chr12	66196188	chr12	66197722
chr12	66203956	chr12	66204457
chr12	66219510	chr12	66221525
chr12	66274101	chr12	88181228
chr12	66306290	chr12	92910335
chr12	66321402	chr12	66440683
chr12	66326785	chr12	66385613
chr12	66331843	chr12	95761343
chr12	66343153	chr12	96278794
chr12	66343153	chr12	96278794
chr12	66344689	chr12	66396168
chr12	66350280	chr12	87848738
chr12	66366680	chr12	88863831
chr12	66384009	chr12	88814402
chr12	66427974	chr12	66517018
chr12	66434638	chr12	88279482
chr12	66463442	chr12	66488383
chr12	66600877	chr12	66667723
chr12	66608565	chr12	95734812
chr12	66613444	chr12	94267863
chr12	66642268	chr12	95658076
chr12	66702370	chr12	74760506
chr12	66720810	chr12	74989822
chr12	66723085	chr12	74990174
chr12	66749029	chr12	74902106
chr12	66765433	chr12	75315944
chr12	66767878	chr12	66873244
chr12	66770521	chr12	75326601
chr12	66782837	chr12	69051726
chr12	66789081	chr12	66878621
chr12	66794995	chr12	67284477
chr12	66795736	chr12	66823461
chr12	66838293	chr12	68282632
chr12	66848309	chr12	75260071
chr12	66918734	chr12	67246828
chr12	66944047	chr12	69013691
chr12	66951215	chr12	69678787
chr12	66982014	chr12	67004927
chr12	66984824	chr12	67926656
chr12	67019149	chr12	69849826
chr12	67124982	chr12	67182466
chr12	67206904	chr12	67407066
chr12	67319358	chr12	67327654
chr12	67324770	chr12	68337060
chr12	67325114	chr12	68358790
chr12	67325631	chr12	68470421
chr12	67325702	chr12	69652677
chr12	67326014	chr12	67340112
chr12	67326014	chr12	67340112
chr12	67327813	chr12	68390629
chr12	67331041	chr12	68287313
chr12	67339710	chr12	68323100
chr12	67388712	chr12	67399774
chr12	67425158	chr12	67429903
chr12	67433085	chr12	68472926
chr12	67462784	chr12	68464212
chr12	67475795	chr12	68476116
chr12	67493741	chr12	68053727
chr12	67549148	chr12	67817658
chr12	67565782	chr12	69726348
chr12	67659987	chr12	70895027
chr12	67675656	chr12	69305846
chr12	67675656	chr12	69305846
chr12	67704812	chr12	69242457
chr12	67725868	chr12	69984792
chr12	67739755	chr12	68017701
chr12	67739755	chr12	68017701
chr12	67744133	chr12	69647237
chr12	67806855	chr12	67808860
chr12	67973028	chr12	69969026
chr12	68019255	chr12	69634719
chr12	68144226	chr12	69636237
chr12	68175155	chr12	68450216
chr12	68217619	chr12	69133342
chr12	68278194	chr12	68308750
chr12	68308829	chr12	68324549
chr12	68326787	chr12	69810415
chr12	68332492	chr12	68332805
chr12	68333632	chr12	68334010
chr12	68414037	chr12	71298604
chr12	68416545	chr12	69673790
chr12	68418925	chr12	96098438
chr12	68432211	chr12	68791533
chr12	68469407	chr12	69691020
chr12	68469407	chr12	69691020
chr12	68475307	chr12	69782065
chr12	68503364	chr12	68516861
chr12	68549988	chr12	68816296
chr12	68550809	chr12	68908055
chr12	68620094	chr12	68760406
chr12	68637262	chr12	68732550
chr12	68672688	chr12	68791604
chr12	68704151	chr12	85653666
chr12	68704151	chr12	85653664
chr12	68754020	chr12	74877824
chr12	68768385	chr12	68769409
chr12	68768385	chr12	68769409
chr12	68777979	chr12	74987493
chr12	68791075	chr12	74887377
chr12	68818041	chr12	74838451
chr12	68826732	chr12	75112991
chr12	68831095	chr12	75105826
chr12	68834289	chr12	75100939
chr12	68839703	chr12	74717514
chr12	68855590	chr12	75223164
chr12	68868355	chr12	74706227
chr12	68906758	chr12	74747181
chr12	68907870	chr12	74790002
chr12	69016067	chr12	69030874
chr12	69032069	chr12	69690100
chr12	69048183	chr12	69948551
chr12	69061958	chr12	69939190
chr12	69077720	chr12	73771237
chr12	69077988	chr12	69769080
chr12	69081622	chr12	73767602
chr12	69084665	chr12	69803004
chr12	69106589	chr12	69846611
chr12	69106589	chr12	69846611
chr12	69110046	chr12	69774685
chr12	69122230	chr12	69126573
chr12	69152543	chr12	69200490
chr12	69161048	chr12	69161554
chr12	69166210	chr12	69204536
chr12	69172110	chr12	69519276
chr12	69175007	chr12	96151806
chr12	69191681	chr12	69202506
chr12	69203056	chr12	69224730
chr12	69230792	chr12	69241344
chr12	69254279	chr12	69263348
chr12	69266616	chr12	69651647
chr12	69270024	chr12	69275723
chr12	69300269	chr12	69315033
chr12	69300493	chr12	69323689
chr12	69302705	chr12	69306395
chr12	69306601	chr12	85594188
chr12	69318392	chr12	97241382
chr12	69323317	chr12	69335994
chr12	69337995	chr12	85883941
chr12	69359770	chr12	69566799
chr12	69359938	chr12	69415883
chr12	69404559	chr12	96612709
chr12	69413201	chr12	69567374
chr12	69418746	chr12	96600057
chr12	69419970	chr12	69566711
chr12	69420041	chr12	87557272
chr12	69439044	chr12	97133809
chr12	69577588	chr12	69612228
chr12	69589756	chr12	69636017
chr12	69591698	chr12	96891967
chr12	69591757	chr12	96885201
chr12	69626566	chr12	97194614
chr12	69629536	chr12	96974652
chr12	69635921	chr12	69639941
chr12	69646123	chr12	69646246
chr12	69669025	chr12	69675315
chr12	69693472	chr12	69780042
chr12	69711228	chr12	75260212
chr12	69711309	chr12	69718503
chr12	69753815	chr12	69796493
chr12	69774614	chr12	69840637
chr12	69786801	chr12	69791269
chr12	69834303	chr12	69839723
chr12	69872656	chr12	69875462
chr12	69909255	chr12	73111484
chr12	69933552	chr12	69935485
chr12	69976187	chr12	71296182
chr12	69989087	chr12	71197830
chr12	70022702	chr12	70168213
chr12	70040086	chr12	70085519
chr12	70081478	chr12	73144218
chr12	70099946	chr12	73142457
chr12	70125986	chr12	70177918
chr12	70126057	chr12	70141472
chr12	70160862	chr12	73159481
chr12	70184958	chr12	70326741
chr12	70184958	chr12	70326741
chr12	70205098	chr12	70366623
chr12	70210147	chr12	70317417
chr12	70251021	chr12	70348153
chr12	70254851	chr12	70255254
chr12	70301506	chr12	70404537
chr12	70342526	chr12	70423709
chr12	70348789	chr12	70429386
chr12	70386107	chr12	71732227
chr12	70417811	chr12	70419061
chr12	70464477	chr12	70954819
chr12	70475694	chr12	71070322
chr12	70600014	chr12	70904928
chr12	70601550	chr12	70612822
chr12	70627447	chr12	70630773
chr12	70640918	chr12	70817871
chr12	70640918	chr12	70817871
chr12	70742289	chr12	70786735
chr12	70784346	chr12	71159038
chr12	70807875	chr12	71486195
chr12	70824004	chr12	70847603
chr12	70867098	chr12	70925909
chr12	70895886	chr12	70931968
chr12	70895886	chr12	70931968
chr12	70898612	chr12	70908793
chr12	70898821	chr12	70937316
chr12	70904857	chr12	70935444
chr12	70928027	chr12	70950079
chr12	70929624	chr12	70932876
chr12	70932199	chr12	71018295
chr12	70963678	chr12	71035057
chr12	70970609	chr12	70970873
chr12	70988727	chr12	71100990
chr12	71010954	chr12	71104614
chr12	71022041	chr12	71035128
chr12	71058477	chr12	71113019
chr12	71066441	chr12	71073316
chr12	71131685	chr12	71132412
chr12	71135551	chr12	71240216
chr12	71139852	chr12	71253893
chr12	71143401	chr12	71685673
chr12	71152323	chr12	71195407
chr12	71153434	chr12	71587794
chr12	71200450	chr12	71214737
chr12	71200450	chr12	71214737
chr12	71221502	chr12	71230819
chr12	71229292	chr12	71236320
chr12	71238662	chr12	71250889
chr12	71300391	chr12	71309108
chr12	71312743	chr12	71493083
chr12	71318899	chr12	85773775
chr12	71393899	chr12	71528053
chr12	71403613	chr12	71449984
chr12	71448549	chr12	71681036
chr12	71457689	chr12	71468610
chr12	71459468	chr12	71472872
chr12	71473092	chr12	71524440
chr12	71488231	chr12	71490330
chr12	71495748	chr12	71529177
chr12	71500198	chr12	71551091
chr12	71629801	chr12	71634820
chr12	71659589	chr12	71661527
chr12	71668879	chr12	71676987
chr12	71676215	chr12	71792765
chr12	71688732	chr12	71728079
chr12	71716225	chr12	71746847
chr12	71716225	chr12	71746847
chr12	71724378	chr12	72054106
chr12	71762009	chr12	72183770
chr12	71796138	chr12	72339848
chr12	71824198	chr12	71834429
chr12	71857222	chr12	71954905
chr12	71871659	chr12	71875005
chr12	71980343	chr12	72746850
chr12	72141025	chr12	72805828
chr12	72147739	chr12	72799774
chr12	72180120	chr12	72419238
chr12	72195616	chr12	72373268
chr12	72290319	chr12	72298159
chr12	72355730	chr12	72360683
chr12	72360887	chr12	72818647
chr12	72365385	chr12	72552367
chr12	72391795	chr12	72433336
chr12	72428800	chr12	72495255
chr12	72465040	chr12	72506988
chr12	72467894	chr12	72470081
chr12	72483570	chr12	72578267
chr12	72488658	chr12	72672321
chr12	72517323	chr12	72535989
chr12	72546688	chr12	72711681
chr12	72578300	chr12	72638336
chr12	72581836	chr12	72664490
chr12	72699071	chr12	72750313
chr12	72726372	chr12	72789757
chr12	72737738	chr12	73164182
chr12	72758199	chr12	72769408
chr12	72763388	chr12	72930328
chr12	72766047	chr12	72791168
chr12	72814354	chr12	72837396
chr12	72956399	chr12	73001893
chr12	72987891	chr12	73041541
chr12	73016766	chr12	73214183
chr12	73019229	chr12	73091941
chr12	73020201	chr12	73029851
chr12	73020201	chr12	73029851
chr12	73023206	chr12	73030720
chr12	73035852	chr12	73036591
chr12	73044354	chr12	73477352
chr12	73050077	chr12	73053094
chr12	73072241	chr12	73084258
chr12	73098969	chr12	73188749
chr12	73117812	chr12	73124127
chr12	73263749	chr12	73513122
chr12	73265583	chr12	73675103
chr12	73290982	chr12	73319595
chr12	73294159	chr12	73455767
chr12	73294686	chr12	73298660
chr12	73375501	chr12	73428880
chr12	73478932	chr12	73484357
chr12	73480069	chr12	73480318
chr12	73517856	chr12	73533606
chr12	73519821	chr12	73567604
chr12	73519972	chr12	73526592
chr12	73538065	chr12	74296774
chr12	73561929	chr12	73694835
chr12	73584658	chr12	73630596
chr12	73588882	chr12	73597311
chr12	73609179	chr12	73999115
chr12	73611817	chr12	74001575
chr12	73612194	chr12	73997394
chr12	73618423	chr12	73621612
chr12	73624025	chr12	73680612
chr12	73654869	chr12	75543464
chr12	73697331	chr12	73719221
chr12	73776816	chr12	73818560
chr12	73785818	chr12	75313200
chr12	73800933	chr12	74664423
chr12	73808597	chr12	73825422
chr12	73812244	chr12	75125974
chr12	73830552	chr12	74650840
chr12	73847305	chr12	74625969
chr12	73850744	chr12	73868856
chr12	73861483	chr12	73873574
chr12	73867409	chr12	74126002
chr12	73874120	chr12	75427456
chr12	73949575	chr12	73950954
chr12	73952692	chr12	75609741
chr12	73958157	chr12	74122360
chr12	73967998	chr12	73982605
chr12	73975230	chr12	74088471
chr12	74043543	chr12	74392908
chr12	74071449	chr12	74144945
chr12	74090508	chr12	74093982
chr12	74142676	chr12	74209315
chr12	74155991	chr12	74162811
chr12	74179948	chr12	74181269
chr12	74331845	chr12	74345373
chr12	74448782	chr12	74478913
chr12	74473455	chr12	74565554
chr12	74535414	chr12	75327750
chr12	74537394	chr12	74652327
chr12	74565867	chr12	75107185
chr12	74570615	chr12	75110748
chr12	74574892	chr12	74672865
chr12	74585163	chr12	74667610
chr12	74587291	chr12	74593843
chr12	74647355	chr12	75113570
chr12	74722204	chr12	74732969
chr12	74727682	chr12	74728700
chr12	74743685	chr12	75218985
chr12	74744721	chr12	74826291
chr12	74753491	chr12	74871419
chr12	74753491	chr12	74871419
chr12	74846002	chr12	77762911
chr12	74852534	chr12	75161719
chr12	74925149	chr12	75492252
chr12	74960831	chr12	75038348
chr12	75034576	chr12	75467750
chr12	75038032	chr12	75240299
chr12	75121782	chr12	75337769
chr12	75121786	chr12	75337769
chr12	75121858	chr12	75379029
chr12	75143358	chr12	75566725
chr12	75154338	chr12	75635665
chr12	75166993	chr12	75608763
chr12	75378317	chr12	75427788
chr12	75444803	chr12	75621700
chr12	75569555	chr12	75581064
chr12	75571487	chr12	75575614
chr12	75574557	chr12	75637070
chr12	75577083	chr12	75631184
chr12	75577220	chr12	75638674
chr12	75581431	chr12	80755447
chr12	75587532	chr12	75651353
chr12	75587532	chr12	75651353
chr12	75617012	chr12	76365148
chr12	75631656	chr12	76420574
chr12	75665246	chr12	76026603
chr12	75697992	chr12	75740526
chr12	75708203	chr12	76588223
chr12	75720793	chr12	79605612
chr12	75726684	chr12	79592055
chr12	75727012	chr12	75729279
chr12	75739025	chr12	76051590
chr12	75798760	chr12	76801152
chr12	75804761	chr12	79425513
chr12	75854170	chr12	79743718
chr12	75863806	chr12	75898625
chr12	75866813	chr12	75886567
chr12	75890262	chr12	79414802
chr12	75890410	chr12	75904631
chr12	75944294	chr12	79332998
chr12	75947877	chr12	75951648
chr12	75954968	chr12	79376618
chr12	76000578	chr12	80272081
chr12	76015994	chr12	80580227
chr12	76099609	chr12	79537807
chr12	76116923	chr12	76516059
chr12	76193454	chr12	76344834
chr12	76193937	chr12	76299186
chr12	76205819	chr12	76335820
chr12	76248502	chr12	76255739
chr12	76364002	chr12	76386835
chr12	76397276	chr12	80634966
chr12	76398189	chr12	80200787
chr12	76428120	chr12	80609570
chr12	76455899	chr12	76457065
chr12	76479631	chr12	79486119
chr12	76479631	chr12	79486119
chr12	76483295	chr12	76547642
chr12	76483295	chr12	76547642
chr12	76496945	chr12	79559973
chr12	76512845	chr12	79519460
chr12	76512845	chr12	79519460
chr12	76513975	chr12	76585550
chr12	76516092	chr12	79552440
chr12	76516789	chr12	79516271
chr12	76520777	chr12	76804901
chr12	76527182	chr12	79730529
chr12	76550402	chr12	79744327
chr12	76554493	chr12	79758521
chr12	76591808	chr12	76817186
chr12	76618516	chr12	76655017
chr12	76622547	chr12	76623608
chr12	76631984	chr12	76675489
chr12	76665609	chr12	76665923
chr12	76681468	chr12	76724585
chr12	76681468	chr12	76724584
chr12	76681468	chr12	76724584
chr12	76688532	chr12	79316673
chr12	76723558	chr12	76752026
chr12	76788256	chr12	79007951
chr12	76837786	chr12	77998659
chr12	76856286	chr12	79119469
chr12	76859173	chr12	79228989
chr12	76869231	chr12	76873269
chr12	76870422	chr12	76871545
chr12	76873807	chr12	76878489
chr12	76906820	chr12	76908912
chr12	76912640	chr12	76999626
chr12	76929807	chr12	77004597
chr12	76932019	chr12	76951333
chr12	76941235	chr12	77002981
chr12	76971298	chr12	76981030
chr12	76974666	chr12	76978081
chr12	76978152	chr12	95354448
chr12	76979597	chr12	76994710
chr12	76987329	chr12	94258780
chr12	76990095	chr12	77529101
chr12	76990247	chr12	77530503
chr12	76993574	chr12	76998526
chr12	76995658	chr12	77578866
chr12	77000970	chr12	77352613
chr12	77009353	chr12	77081788
chr12	77034602	chr12	77363274
chr12	77058366	chr12	80148114
chr12	77073524	chr12	77079230
chr12	77099813	chr12	77328845
chr12	77121573	chr12	77158552
chr12	77124875	chr12	77473134
chr12	77129523	chr12	77446458
chr12	77137729	chr12	77453529
chr12	77182763	chr12	77322089
chr12	77185916	chr12	77373303
chr12	77197634	chr12	77250318
chr12	77212252	chr12	77860143
chr12	77348476	chr12	77428250
chr12	77355931	chr12	77358005
chr12	77464824	chr12	77489681
chr12	77515878	chr12	77530579
chr12	77573157	chr12	77589297
chr12	77576509	chr12	77915472
chr12	77591557	chr12	77747223
chr12	77598299	chr12	77899429
chr12	77607287	chr12	77914223
chr12	77614106	chr12	77874789
chr12	77618877	chr12	77892145
chr12	77625052	chr12	94864974
chr12	77637789	chr12	77641245
chr12	77693460	chr12	94965196
chr12	77778468	chr12	77891977
chr12	77826243	chr12	77831268
chr12	77829944	chr12	93948206
chr12	77831916	chr12	77838676
chr12	77857478	chr12	94847779
chr12	77897305	chr12	77906407
chr12	77897661	chr12	77898796
chr12	77951661	chr12	77997904
chr12	77993952	chr12	78002035
chr12	78073375	chr12	78092571
chr12	78112681	chr12	78149338
chr12	78177749	chr12	78209881
chr12	78190324	chr12	78195773
chr12	78195702	chr12	78417139
chr12	78198710	chr12	78209593
chr12	78200490	chr12	78208862
chr12	78219926	chr12	78407242
chr12	78223305	chr12	78236941
chr12	78239006	chr12	78268982
chr12	78263308	chr12	78352931
chr12	78303308	chr12	78320985
chr12	78443665	chr12	78785407
chr12	78443665	chr12	78785408
chr12	78452649	chr12	78747066
chr12	78454339	chr12	78740464
chr12	78472838	chr12	78569481
chr12	78478414	chr12	78485893
chr12	78493285	chr12	78616256
chr12	78553514	chr12	78595699
chr12	78562781	chr12	78664291
chr12	78567561	chr12	78687253
chr12	78571781	chr12	78636048
chr12	78578941	chr12	78657157
chr12	78582501	chr12	78677007
chr12	78638471	chr12	78639596
chr12	78779975	chr12	78801392
chr12	78785479	chr12	78807697
chr12	78785733	chr12	78808337
chr12	78787741	chr12	78859965
chr12	78819997	chr12	78990636
chr12	78829038	chr12	78882958
chr12	78849833	chr12	78907933
chr12	78854267	chr12	78982243
chr12	78902846	chr12	79066116
chr12	78923978	chr12	78951437
chr12	78965446	chr12	79069937
chr12	79004692	chr12	79176606
chr12	79025525	chr12	79176401
chr12	79039596	chr12	79130622
chr12	79042601	chr12	79079161
chr12	79054882	chr12	79082073
chr12	79054882	chr12	79082073
chr12	79081207	chr12	79083667
chr12	79110703	chr12	79140240
chr12	79157080	chr12	79178727
chr12	79189479	chr12	79218577
chr12	79189997	chr12	79212749
chr12	79196286	chr12	79665075
chr12	79258503	chr12	79332927
chr12	79273791	chr12	79394497
chr12	79323024	chr12	79343181
chr12	79328416	chr12	79364037
chr12	79335918	chr12	79790016
chr12	79393978	chr12	79826825
chr12	79437499	chr12	79768089
chr12	79530631	chr12	79555324
chr12	79613361	chr12	79628323
chr12	79671542	chr12	79687142
chr12	79673678	chr12	79684627
chr12	79697519	chr12	80306288
chr12	79760287	chr12	79800289
chr12	79766472	chr12	79799941
chr12	79771348	chr12	80156536
chr12	79771709	chr12	80387078
chr12	79818140	chr12	80397563
chr12	79901383	chr12	79911429
chr12	79932187	chr12	80099907
chr12	79946436	chr12	80199258
chr12	79948293	chr12	80039581
chr12	79950613	chr12	80223435
chr12	79953363	chr12	79976262
chr12	79955077	chr12	80159666
chr12	79966841	chr12	108391392
chr12	79980102	chr12	80030679
chr12	79988679	chr12	80150279
chr12	80031681	chr12	80036581
chr12	80072628	chr12	80115651
chr12	80102945	chr12	80400063
chr12	80117484	chr12	80128307
chr12	80117484	chr12	80128308
chr12	80125958	chr12	80128664
chr12	80130973	chr12	80131133
chr12	80146716	chr12	80246410
chr12	80166975	chr12	80192328
chr12	80192226	chr12	86438874
chr12	80192742	chr12	80245165
chr12	80199897	chr12	80347973
chr12	80206176	chr12	80387595
chr12	80239151	chr12	109505979
chr12	80245631	chr12	80324156
chr12	80248209	chr12	80619389
chr12	80261704	chr12	80500643
